,filename,cut_type,cut_number,bbox_number,bbox_data,polygon_data
467,UG3DQUERUNTERZUG.SGY,inline,43,7,"[63.70415115356445, 15.915390968322754, 112.12640380859375, 54.69386291503906]","[[77.765625, 15.584375381469727], [77.765625, 18.91718864440918], [69.98905944824219, 26.693750381469727], [69.98905944824219, 27.8046875], [67.7671890258789, 30.02656364440918], [64.43437194824219, 30.02656364440918], [64.43437194824219, 45.579689025878906], [67.7671890258789, 45.579689025878906], [72.2109375, 41.13593673706055], [72.2109375, 40.025001525878906], [76.6546859741211, 35.58124923706055], [76.6546859741211, 34.470314025878906], [81.09843444824219, 30.02656364440918], [82.2093734741211, 30.02656364440918], [83.3203125, 28.915624618530273], [84.4312515258789, 28.915624618530273], [85.54219055175781, 27.8046875], [91.09687805175781, 27.8046875], [93.3187484741211, 30.02656364440918], [94.4296875, 30.02656364440918], [97.76249694824219, 33.359375], [97.76249694824219, 34.470314025878906], [103.31718444824219, 40.025001525878906], [103.31718444824219, 41.13593673706055], [108.87187194824219, 46.69062423706055], [108.87187194824219, 47.80156326293945], [109.9828109741211, 47.80156326293945], [113.31562805175781, 51.134376525878906], [116.6484375, 51.134376525878906], [116.6484375, 38.9140625], [113.31562805175781, 38.9140625], [111.09375, 36.69218826293945], [111.09375, 35.58124923706055], [109.9828109741211, 34.470314025878906], [109.9828109741211, 33.359375], [108.87187194824219, 32.248435974121094], [108.87187194824219, 31.137500762939453], [106.6500015258789, 28.915624618530273], [106.6500015258789, 27.8046875], [103.31718444824219, 24.47187614440918], [103.31718444824219, 23.360937118530273], [99.984375, 20.028125762939453], [99.984375, 15.584375381469727]]"
468,UG3DQUERUNTERZUG.SGY,inline,43,13,"[0.0, 57.76712417602539, 82.50638580322266, 110.21879577636719]","[[28.884374618530273, 55.578125], [28.884374618530273, 58.91093826293945], [18.885936737060547, 68.90937805175781], [18.885936737060547, 70.02030944824219], [12.220312118530273, 76.6859359741211], [12.220312118530273, 77.796875], [8.887499809265137, 81.12968444824219], [8.887499809265137, 82.2406234741211], [7.776562690734863, 83.3515625], [7.776562690734863, 84.4625015258789], [5.5546875, 86.68437194824219], [4.443749904632568, 86.68437194824219], [3.332812547683716, 87.7953109741211], [0.0, 87.7953109741211], [0.0, 107.79219055175781], [1.110937476158142, 107.79219055175781], [6.665625095367432, 102.23750305175781], [6.665625095367432, 101.1265640258789], [8.887499809265137, 98.9046859741211], [8.887499809265137, 97.79374694824219], [12.220312118530273, 94.4609375], [12.220312118530273, 93.3499984741211], [25.551563262939453, 80.01875305175781], [26.662500381469727, 80.01875305175781], [28.884374618530273, 77.796875], [29.995311737060547, 77.796875], [31.106250762939453, 76.6859359741211], [33.328125, 76.6859359741211], [34.439064025878906, 75.57499694824219], [36.66093826293945, 75.57499694824219], [37.771873474121094, 74.46406555175781], [46.65937423706055, 74.46406555175781], [47.77031326293945, 75.57499694824219], [49.9921875, 75.57499694824219], [52.21406173706055, 77.796875], [53.32500076293945, 77.796875], [57.76874923706055, 82.2406234741211], [57.76874923706055, 83.3515625], [61.1015625, 86.68437194824219], [61.1015625, 87.7953109741211], [65.5453109741211, 92.23905944824219], [65.5453109741211, 93.3499984741211], [67.7671890258789, 95.5718765258789], [67.7671890258789, 96.68281555175781], [71.0999984741211, 100.015625], [72.2109375, 100.015625], [73.3218765258789, 101.1265640258789], [77.765625, 101.1265640258789], [78.8765640258789, 100.015625], [79.98750305175781, 100.015625], [79.98750305175781, 98.9046859741211], [78.8765640258789, 97.79374694824219], [78.8765640258789, 95.5718765258789], [77.765625, 94.4609375], [77.765625, 93.3499984741211], [76.6546859741211, 92.23905944824219], [76.6546859741211, 91.12812805175781], [75.54374694824219, 90.0171890258789], [75.54374694824219, 88.90625], [74.43281555175781, 87.7953109741211], [74.43281555175781, 86.68437194824219], [71.0999984741211, 83.3515625], [71.0999984741211, 82.2406234741211], [69.98905944824219, 81.12968444824219], [69.98905944824219, 80.01875305175781], [68.87812805175781, 78.9078140258789], [68.87812805175781, 77.796875], [67.7671890258789, 76.6859359741211], [67.7671890258789, 75.57499694824219], [62.212501525878906, 70.02030944824219], [62.212501525878906, 68.90937805175781], [53.32500076293945, 60.02187728881836], [53.32500076293945, 55.578125]]"
469,UG3DQUERUNTERZUG.SGY,inline,43,18,"[351.1377868652344, 9.884222030639648, 396.48565673828125, 50.05696487426758]","[[361.0546875, 11.140625], [361.0546875, 15.584375381469727], [356.6109313964844, 20.028125762939453], [353.27813720703125, 20.028125762939453], [353.27813720703125, 36.69218826293945], [356.6109313964844, 36.69218826293945], [356.6109313964844, 35.58124923706055], [364.38751220703125, 27.8046875], [365.4984436035156, 27.8046875], [368.83123779296875, 24.47187614440918], [369.94219970703125, 24.47187614440918], [371.0531311035156, 23.360937118530273], [375.49688720703125, 23.360937118530273], [377.71875, 25.582813262939453], [378.8296813964844, 25.582813262939453], [383.2734375, 30.02656364440918], [383.2734375, 31.137500762939453], [385.49530029296875, 33.359375], [385.49530029296875, 34.470314025878906], [387.7171936035156, 36.69218826293945], [387.7171936035156, 37.803123474121094], [388.828125, 38.9140625], [388.828125, 40.025001525878906], [394.3828125, 45.579689025878906], [395.4937438964844, 45.579689025878906], [397.71563720703125, 47.80156326293945], [401.0484313964844, 47.80156326293945], [401.0484313964844, 41.13593673706055], [397.71563720703125, 41.13593673706055], [395.4937438964844, 38.9140625], [395.4937438964844, 35.58124923706055], [394.3828125, 34.470314025878906], [394.3828125, 32.248435974121094], [393.2718811035156, 31.137500762939453], [393.2718811035156, 30.02656364440918], [392.16094970703125, 28.915624618530273], [392.16094970703125, 27.8046875], [391.04998779296875, 26.693750381469727], [391.04998779296875, 25.582813262939453], [389.9390563964844, 24.47187614440918], [389.9390563964844, 23.360937118530273], [388.828125, 22.25], [388.828125, 21.139062881469727], [386.60626220703125, 18.91718864440918], [386.60626220703125, 17.806249618530273], [384.3843688964844, 15.584375381469727], [384.3843688964844, 11.140625]]"
470,UG3DQUERUNTERZUG.SGY,inline,43,1,"[117.91551971435547, 13.681615829467773, 166.93658447265625, 52.320457458496094]","[[131.0906219482422, 15.584375381469727], [131.0906219482422, 20.028125762939453], [129.9796905517578, 21.139062881469727], [128.86874389648438, 21.139062881469727], [128.86874389648438, 22.25], [125.53593444824219, 25.582813262939453], [125.53593444824219, 26.693750381469727], [123.3140640258789, 28.915624618530273], [123.3140640258789, 30.02656364440918], [121.0921859741211, 32.248435974121094], [117.7593765258789, 32.248435974121094], [117.7593765258789, 48.91250228881836], [121.0921859741211, 48.91250228881836], [123.3140640258789, 46.69062423706055], [123.3140640258789, 45.579689025878906], [125.53593444824219, 43.35781478881836], [125.53593444824219, 42.24687576293945], [128.86874389648438, 38.9140625], [128.86874389648438, 37.803123474121094], [132.20156860351562, 34.470314025878906], [132.20156860351562, 33.359375], [134.42343139648438, 31.137500762939453], [135.5343780517578, 31.137500762939453], [138.8671875, 27.8046875], [139.97811889648438, 27.8046875], [141.0890655517578, 26.693750381469727], [146.6437530517578, 26.693750381469727], [147.7546844482422, 27.8046875], [148.86563110351562, 27.8046875], [155.53125, 34.470314025878906], [155.53125, 35.58124923706055], [159.97500610351562, 40.025001525878906], [159.97500610351562, 41.13593673706055], [162.19686889648438, 43.35781478881836], [163.3078155517578, 43.35781478881836], [166.640625, 46.69062423706055], [169.9734344482422, 46.69062423706055], [169.9734344482422, 37.803123474121094], [166.640625, 37.803123474121094], [165.52969360351562, 36.69218826293945], [165.52969360351562, 35.58124923706055], [164.4187469482422, 34.470314025878906], [164.4187469482422, 32.248435974121094], [163.3078155517578, 31.137500762939453], [163.3078155517578, 30.02656364440918], [162.19686889648438, 28.915624618530273], [162.19686889648438, 27.8046875], [159.97500610351562, 25.582813262939453], [159.97500610351562, 24.47187614440918], [158.8640594482422, 23.360937118530273], [158.8640594482422, 22.25], [156.64218139648438, 20.028125762939453], [156.64218139648438, 15.584375381469727]]"
471,UG3DQUERUNTERZUG.SGY,inline,43,19,"[168.30581665039062, 9.963924407958984, 206.70664978027344, 44.058650970458984]","[[179.9718780517578, 11.140625], [179.9718780517578, 14.473437309265137], [177.75, 16.6953125], [177.75, 17.806249618530273], [176.63906860351562, 18.91718864440918], [176.63906860351562, 20.028125762939453], [173.30624389648438, 23.360937118530273], [173.30624389648438, 24.47187614440918], [172.1953125, 25.582813262939453], [172.1953125, 26.693750381469727], [171.08438110351562, 27.8046875], [166.640625, 27.8046875], [166.640625, 45.579689025878906], [171.08438110351562, 45.579689025878906], [171.08438110351562, 40.025001525878906], [175.5281219482422, 35.58124923706055], [175.5281219482422, 34.470314025878906], [177.75, 32.248435974121094], [177.75, 31.137500762939453], [186.6374969482422, 22.25], [191.0812530517578, 22.25], [196.6359405517578, 27.8046875], [196.6359405517578, 28.915624618530273], [202.1906280517578, 34.470314025878906], [204.41250610351562, 34.470314025878906], [205.5234375, 33.359375], [209.96719360351562, 33.359375], [209.96719360351562, 32.248435974121094], [206.63436889648438, 32.248435974121094], [205.5234375, 31.137500762939453], [205.5234375, 28.915624618530273], [204.41250610351562, 27.8046875], [204.41250610351562, 24.47187614440918], [202.1906280517578, 22.25], [202.1906280517578, 21.139062881469727], [199.96875, 18.91718864440918], [199.96875, 17.806249618530273], [198.85781860351562, 16.6953125], [198.85781860351562, 15.584375381469727], [197.7468719482422, 14.473437309265137], [197.7468719482422, 11.140625]]"
472,UG3DQUERUNTERZUG.SGY,inline,43,9,"[633.9691772460938, 50.962154388427734, 697.5181274414062, 94.31470489501953]","[[651.0093994140625, 51.134376525878906], [651.0093994140625, 54.46718978881836], [646.5656127929688, 58.91093826293945], [646.5656127929688, 60.02187728881836], [638.7890625, 67.7984390258789], [638.7890625, 70.02030944824219], [636.5671997070312, 72.2421875], [633.234375, 72.2421875], [633.234375, 86.68437194824219], [636.5671997070312, 86.68437194824219], [643.2327880859375, 80.01875305175781], [643.2327880859375, 78.9078140258789], [647.6765747070312, 74.46406555175781], [647.6765747070312, 73.3531265258789], [649.8984375, 71.1312484741211], [651.0093994140625, 71.1312484741211], [655.453125, 66.6875], [656.5640869140625, 66.6875], [657.6749877929688, 65.5765609741211], [661.0078125, 65.5765609741211], [662.1187744140625, 64.46562194824219], [666.5625, 64.46562194824219], [667.6734619140625, 65.5765609741211], [672.1171875, 65.5765609741211], [673.2281494140625, 66.6875], [675.4500122070312, 66.6875], [678.7828369140625, 70.02030944824219], [679.8937377929688, 70.02030944824219], [685.4484252929688, 75.57499694824219], [685.4484252929688, 76.6859359741211], [691.0031127929688, 82.2406234741211], [693.2249755859375, 82.2406234741211], [694.3359375, 83.3515625], [698.7796630859375, 83.3515625], [698.7796630859375, 73.3531265258789], [695.4468994140625, 73.3531265258789], [692.1140747070312, 70.02030944824219], [692.1140747070312, 68.90937805175781], [689.8922119140625, 66.6875], [689.8922119140625, 65.5765609741211], [678.7828369140625, 54.46718978881836], [678.7828369140625, 51.134376525878906]]"
473,UG3DQUERUNTERZUG.SGY,inline,43,6,"[576.8801879882812, 53.18496322631836, 646.7171020507812, 97.68026733398438]","[[594.3515625, 51.134376525878906], [594.3515625, 55.578125], [593.2406005859375, 56.689064025878906], [592.1296997070312, 56.689064025878906], [589.9078369140625, 58.91093826293945], [589.9078369140625, 60.02187728881836], [585.4640502929688, 64.46562194824219], [585.4640502929688, 65.5765609741211], [584.3531494140625, 66.6875], [584.3531494140625, 70.02030944824219], [583.2421875, 71.1312484741211], [583.2421875, 74.46406555175781], [584.3531494140625, 75.57499694824219], [584.3531494140625, 77.796875], [585.4640502929688, 78.9078140258789], [587.6859130859375, 78.9078140258789], [592.1296997070312, 74.46406555175781], [592.1296997070312, 73.3531265258789], [595.4625244140625, 70.02030944824219], [596.5734252929688, 70.02030944824219], [597.6843872070312, 68.90937805175781], [598.7952880859375, 68.90937805175781], [599.90625, 67.7984390258789], [602.1281127929688, 67.7984390258789], [603.2390747070312, 66.6875], [606.5718994140625, 66.6875], [607.6828002929688, 67.7984390258789], [609.9046630859375, 67.7984390258789], [611.015625, 68.90937805175781], [612.1265869140625, 68.90937805175781], [613.2374877929688, 70.02030944824219], [614.3484497070312, 70.02030944824219], [616.5703125, 72.2421875], [617.6812744140625, 72.2421875], [618.7921752929688, 73.3531265258789], [619.9031372070312, 73.3531265258789], [627.6796875, 81.12968444824219], [627.6796875, 82.2406234741211], [629.9015502929688, 84.4625015258789], [631.0125122070312, 84.4625015258789], [632.1234130859375, 85.57344055175781], [633.234375, 85.57344055175781], [637.6781005859375, 90.0171890258789], [638.7890625, 90.0171890258789], [641.0109252929688, 92.23905944824219], [642.1218872070312, 91.12812805175781], [642.1218872070312, 86.68437194824219], [641.0109252929688, 85.57344055175781], [641.0109252929688, 84.4625015258789], [638.7890625, 82.2406234741211], [638.7890625, 81.12968444824219], [637.6781005859375, 80.01875305175781], [637.6781005859375, 78.9078140258789], [636.5671997070312, 77.796875], [636.5671997070312, 76.6859359741211], [635.4562377929688, 75.57499694824219], [635.4562377929688, 73.3531265258789], [633.234375, 71.1312484741211], [633.234375, 70.02030944824219], [625.4578247070312, 62.243751525878906], [624.3468627929688, 62.243751525878906], [621.0140380859375, 58.91093826293945], [621.0140380859375, 57.79999923706055], [619.9031372070312, 57.79999923706055], [617.6812744140625, 55.578125], [617.6812744140625, 51.134376525878906]]"
474,UG3DQUERUNTERZUG.SGY,inline,44,12,"[615.4174194335938, 12.369051933288574, 658.5973510742188, 45.115638732910156]","[[629.9015502929688, 11.140625], [629.9015502929688, 14.473437309265137], [624.3468627929688, 20.028125762939453], [624.3468627929688, 21.139062881469727], [622.125, 23.360937118530273], [622.125, 24.47187614440918], [618.7921752929688, 27.8046875], [615.4593505859375, 27.8046875], [615.4593505859375, 41.13593673706055], [618.7921752929688, 41.13593673706055], [621.0140380859375, 38.9140625], [621.0140380859375, 37.803123474121094], [624.3468627929688, 34.470314025878906], [624.3468627929688, 33.359375], [633.234375, 24.47187614440918], [634.3453369140625, 24.47187614440918], [635.4562377929688, 23.360937118530273], [638.7890625, 23.360937118530273], [639.9000244140625, 24.47187614440918], [641.0109252929688, 24.47187614440918], [642.1218872070312, 25.582813262939453], [643.2327880859375, 25.582813262939453], [652.1203002929688, 34.470314025878906], [652.1203002929688, 35.58124923706055], [656.5640869140625, 40.025001525878906], [657.6749877929688, 40.025001525878906], [658.7859497070312, 41.13593673706055], [658.7859497070312, 42.24687576293945], [663.2296752929688, 42.24687576293945], [663.2296752929688, 32.248435974121094], [659.8968505859375, 32.248435974121094], [657.6749877929688, 30.02656364440918], [657.6749877929688, 28.915624618530273], [656.5640869140625, 27.8046875], [656.5640869140625, 26.693750381469727], [654.3421630859375, 24.47187614440918], [654.3421630859375, 23.360937118530273], [648.7874755859375, 17.806249618530273], [648.7874755859375, 16.6953125], [646.5656127929688, 14.473437309265137], [646.5656127929688, 11.140625]]"
475,UG3DQUERUNTERZUG.SGY,inline,44,2,"[507.9499206542969, 11.544201850891113, 552.4443969726562, 47.84627151489258]","[[519.9187622070312, 11.140625], [519.9187622070312, 15.584375381469727], [515.4749755859375, 20.028125762939453], [515.4749755859375, 21.139062881469727], [513.2531127929688, 23.360937118530273], [513.2531127929688, 24.47187614440918], [512.1422119140625, 25.582813262939453], [508.80938720703125, 25.582813262939453], [508.80938720703125, 40.025001525878906], [512.1422119140625, 40.025001525878906], [515.4749755859375, 36.69218826293945], [515.4749755859375, 35.58124923706055], [516.5859375, 34.470314025878906], [516.5859375, 33.359375], [526.5843505859375, 23.360937118530273], [532.1390380859375, 23.360937118530273], [533.25, 24.47187614440918], [534.3609619140625, 24.47187614440918], [544.359375, 34.470314025878906], [544.359375, 35.58124923706055], [547.6921997070312, 38.9140625], [547.6921997070312, 40.025001525878906], [549.9140625, 42.24687576293945], [551.0250244140625, 42.24687576293945], [553.2468872070312, 44.46875], [556.5797119140625, 44.46875], [556.5797119140625, 36.69218826293945], [553.2468872070312, 36.69218826293945], [551.0250244140625, 34.470314025878906], [551.0250244140625, 32.248435974121094], [549.9140625, 31.137500762939453], [549.9140625, 28.915624618530273], [548.8031005859375, 27.8046875], [548.8031005859375, 26.693750381469727], [547.6921997070312, 25.582813262939453], [547.6921997070312, 24.47187614440918], [545.4703369140625, 22.25], [545.4703369140625, 21.139062881469727], [539.9156494140625, 15.584375381469727], [539.9156494140625, 11.140625]]"
476,UG3DQUERUNTERZUG.SGY,inline,44,5,"[402.07611083984375, 9.365987777709961, 451.4403991699219, 49.06775665283203]","[[416.6015625, 11.140625], [416.6015625, 14.473437309265137], [412.1578063964844, 18.91718864440918], [412.1578063964844, 20.028125762939453], [409.9359436035156, 22.25], [409.9359436035156, 23.360937118530273], [408.82501220703125, 24.47187614440918], [408.82501220703125, 25.582813262939453], [407.71405029296875, 26.693750381469727], [407.71405029296875, 27.8046875], [405.4921875, 30.02656364440918], [402.15936279296875, 30.02656364440918], [402.15936279296875, 43.35781478881836], [405.4921875, 43.35781478881836], [409.9359436035156, 38.9140625], [409.9359436035156, 37.803123474121094], [411.046875, 36.69218826293945], [411.046875, 35.58124923706055], [414.37969970703125, 32.248435974121094], [414.37969970703125, 31.137500762939453], [421.0453186035156, 24.47187614440918], [422.15625, 24.47187614440918], [423.2671813964844, 23.360937118530273], [424.37811279296875, 23.360937118530273], [425.48907470703125, 22.25], [428.8218688964844, 22.25], [431.04376220703125, 24.47187614440918], [432.1546936035156, 24.47187614440918], [438.8203125, 31.137500762939453], [438.8203125, 32.248435974121094], [441.04217529296875, 34.470314025878906], [441.04217529296875, 35.58124923706055], [444.375, 38.9140625], [444.375, 40.025001525878906], [449.9296875, 45.579689025878906], [449.9296875, 46.69062423706055], [451.0406188964844, 47.80156326293945], [454.3734436035156, 47.80156326293945], [454.3734436035156, 36.69218826293945], [451.0406188964844, 36.69218826293945], [448.8187561035156, 34.470314025878906], [448.8187561035156, 32.248435974121094], [447.70782470703125, 31.137500762939453], [447.70782470703125, 30.02656364440918], [446.59686279296875, 28.915624618530273], [446.59686279296875, 27.8046875], [445.4859313964844, 26.693750381469727], [445.4859313964844, 25.582813262939453], [444.375, 24.47187614440918], [444.375, 23.360937118530273], [443.2640686035156, 22.25], [443.2640686035156, 21.139062881469727], [439.9312438964844, 17.806249618530273], [439.9312438964844, 16.6953125], [437.7093811035156, 14.473437309265137], [437.7093811035156, 11.140625]]"
477,UG3DQUERUNTERZUG.SGY,inline,44,7,"[63.76565170288086, 15.148275375366211, 112.46430206298828, 53.23862838745117]","[[76.6546859741211, 15.584375381469727], [76.6546859741211, 18.91718864440918], [73.3218765258789, 22.25], [73.3218765258789, 23.360937118530273], [67.7671890258789, 28.915624618530273], [64.43437194824219, 28.915624618530273], [64.43437194824219, 44.46875], [67.7671890258789, 44.46875], [73.3218765258789, 38.9140625], [73.3218765258789, 37.803123474121094], [82.2093734741211, 28.915624618530273], [83.3203125, 28.915624618530273], [84.4312515258789, 27.8046875], [91.09687805175781, 27.8046875], [93.3187484741211, 30.02656364440918], [94.4296875, 30.02656364440918], [97.76249694824219, 33.359375], [97.76249694824219, 34.470314025878906], [103.31718444824219, 40.025001525878906], [103.31718444824219, 41.13593673706055], [113.31562805175781, 51.134376525878906], [113.31562805175781, 54.46718978881836], [116.6484375, 54.46718978881836], [116.6484375, 40.025001525878906], [113.31562805175781, 40.025001525878906], [111.09375, 37.803123474121094], [111.09375, 36.69218826293945], [109.9828109741211, 35.58124923706055], [109.9828109741211, 34.470314025878906], [108.87187194824219, 33.359375], [108.87187194824219, 32.248435974121094], [107.76094055175781, 31.137500762939453], [107.76094055175781, 30.02656364440918], [106.6500015258789, 28.915624618530273], [106.6500015258789, 27.8046875], [103.31718444824219, 24.47187614440918], [103.31718444824219, 23.360937118530273], [102.20625305175781, 22.25], [102.20625305175781, 21.139062881469727], [99.984375, 18.91718864440918], [99.984375, 15.584375381469727]]"
478,UG3DQUERUNTERZUG.SGY,inline,44,1,"[117.2159423828125, 12.826324462890625, 166.802001953125, 50.762306213378906]","[[135.5343780517578, 11.140625], [135.5343780517578, 14.473437309265137], [127.7578125, 22.25], [127.7578125, 23.360937118530273], [125.53593444824219, 25.582813262939453], [125.53593444824219, 26.693750381469727], [123.3140640258789, 28.915624618530273], [123.3140640258789, 30.02656364440918], [121.0921859741211, 32.248435974121094], [117.7593765258789, 32.248435974121094], [117.7593765258789, 48.91250228881836], [121.0921859741211, 48.91250228881836], [122.203125, 47.80156326293945], [122.203125, 46.69062423706055], [124.42500305175781, 44.46875], [124.42500305175781, 43.35781478881836], [128.86874389648438, 38.9140625], [128.86874389648438, 37.803123474121094], [131.0906219482422, 35.58124923706055], [131.0906219482422, 34.470314025878906], [138.8671875, 26.693750381469727], [139.97811889648438, 26.693750381469727], [141.0890655517578, 25.582813262939453], [147.7546844482422, 25.582813262939453], [153.3093719482422, 31.137500762939453], [154.42031860351562, 31.137500762939453], [155.53125, 32.248435974121094], [155.53125, 33.359375], [156.64218139648438, 34.470314025878906], [156.64218139648438, 35.58124923706055], [159.97500610351562, 38.9140625], [159.97500610351562, 40.025001525878906], [162.19686889648438, 42.24687576293945], [163.3078155517578, 42.24687576293945], [164.4187469482422, 43.35781478881836], [165.52969360351562, 43.35781478881836], [166.640625, 44.46875], [169.9734344482422, 44.46875], [169.9734344482422, 35.58124923706055], [166.640625, 35.58124923706055], [164.4187469482422, 33.359375], [164.4187469482422, 31.137500762939453], [163.3078155517578, 30.02656364440918], [163.3078155517578, 28.915624618530273], [162.19686889648438, 27.8046875], [162.19686889648438, 26.693750381469727], [159.97500610351562, 24.47187614440918], [159.97500610351562, 23.360937118530273], [158.8640594482422, 22.25], [158.8640594482422, 21.139062881469727], [153.3093719482422, 15.584375381469727], [153.3093719482422, 11.140625]]"
479,UG3DQUERUNTERZUG.SGY,inline,44,3,"[466.28387451171875, 10.916025161743164, 504.4422607421875, 42.48011016845703]","[[504.3656311035156, 34.470314025878906], [504.3656311035156, 37.803123474121094], [507.69842529296875, 37.803123474121094], [507.69842529296875, 34.470314025878906], [504.3656311035156, 34.470314025878906], [502.14373779296875, 32.248435974121094], [502.14373779296875, 26.693750381469727], [501.0328063964844, 25.582813262939453], [501.0328063964844, 23.360937118530273], [499.921875, 22.25], [499.921875, 21.139062881469727], [498.8109436035156, 20.028125762939453], [498.8109436035156, 18.91718864440918], [496.58905029296875, 16.6953125], [496.58905029296875, 15.584375381469727], [495.4781188964844, 14.473437309265137], [495.4781188964844, 11.140625], [477.703125, 11.140625], [477.703125, 14.473437309265137], [474.37030029296875, 17.806249618530273], [474.37030029296875, 18.91718864440918], [471.0375061035156, 22.25], [471.0375061035156, 23.360937118530273], [469.92657470703125, 24.47187614440918], [469.92657470703125, 25.582813262939453], [467.7046813964844, 27.8046875], [464.37188720703125, 27.8046875], [464.37188720703125, 38.9140625], [468.81561279296875, 38.9140625], [469.92657470703125, 37.803123474121094], [469.92657470703125, 36.69218826293945], [472.1484375, 34.470314025878906], [472.1484375, 33.359375], [483.2578125, 22.25], [484.3687438964844, 22.25], [485.47967529296875, 21.139062881469727], [486.59063720703125, 21.139062881469727], [487.7015686035156, 22.25], [489.9234313964844, 22.25], [499.921875, 32.248435974121094], [502.14373779296875, 32.248435974121094]]"
480,UG3DQUERUNTERZUG.SGY,inline,44,0,"[564.1197509765625, 12.03253173828125, 607.2256469726562, 44.55183792114258]","[[576.5765380859375, 11.140625], [576.5765380859375, 14.473437309265137], [573.2437744140625, 17.806249618530273], [573.2437744140625, 18.91718864440918], [568.7999877929688, 23.360937118530273], [568.7999877929688, 24.47187614440918], [565.4671630859375, 27.8046875], [562.1343994140625, 27.8046875], [562.1343994140625, 42.24687576293945], [565.4671630859375, 42.24687576293945], [568.7999877929688, 38.9140625], [568.7999877929688, 37.803123474121094], [571.0218505859375, 35.58124923706055], [571.0218505859375, 34.470314025878906], [575.4656372070312, 30.02656364440918], [575.4656372070312, 28.915624618530273], [577.6875, 26.693750381469727], [578.7984619140625, 26.693750381469727], [581.0203247070312, 24.47187614440918], [582.1312255859375, 24.47187614440918], [583.2421875, 23.360937118530273], [587.6859130859375, 23.360937118530273], [588.796875, 24.47187614440918], [589.9078369140625, 24.47187614440918], [598.7952880859375, 33.359375], [598.7952880859375, 34.470314025878906], [602.1281127929688, 37.803123474121094], [602.1281127929688, 38.9140625], [603.2390747070312, 38.9140625], [606.5718994140625, 42.24687576293945], [609.9046630859375, 42.24687576293945], [609.9046630859375, 30.02656364440918], [606.5718994140625, 30.02656364440918], [603.2390747070312, 26.693750381469727], [603.2390747070312, 25.582813262939453], [601.0172119140625, 23.360937118530273], [601.0172119140625, 22.25], [599.90625, 21.139062881469727], [599.90625, 20.028125762939453], [594.3515625, 14.473437309265137], [594.3515625, 11.140625]]"
481,UG3DQUERUNTERZUG.SGY,inline,44,4,"[519.3434448242188, 56.38268280029297, 595.7169799804688, 99.61255645751953]","[[544.359375, 55.578125], [544.359375, 58.91093826293945], [532.1390380859375, 71.1312484741211], [532.1390380859375, 72.2421875], [531.0281372070312, 73.3531265258789], [531.0281372070312, 75.57499694824219], [529.9171752929688, 76.6859359741211], [529.9171752929688, 77.796875], [528.8062744140625, 78.9078140258789], [528.8062744140625, 80.01875305175781], [527.6953125, 81.12968444824219], [526.5843505859375, 81.12968444824219], [525.4734497070312, 82.2406234741211], [524.3624877929688, 82.2406234741211], [523.2515869140625, 83.3515625], [517.6968994140625, 83.3515625], [517.6968994140625, 96.68281555175781], [522.140625, 96.68281555175781], [531.0281372070312, 87.7953109741211], [532.1390380859375, 87.7953109741211], [536.5828247070312, 83.3515625], [536.5828247070312, 82.2406234741211], [538.8046875, 80.01875305175781], [539.9156494140625, 80.01875305175781], [544.359375, 75.57499694824219], [545.4703369140625, 75.57499694824219], [547.6921997070312, 73.3531265258789], [548.8031005859375, 73.3531265258789], [549.9140625, 72.2421875], [551.0250244140625, 72.2421875], [552.1359252929688, 71.1312484741211], [554.3577880859375, 71.1312484741211], [555.46875, 70.02030944824219], [558.8015747070312, 70.02030944824219], [559.9124755859375, 71.1312484741211], [565.4671630859375, 71.1312484741211], [566.578125, 72.2421875], [567.6890869140625, 72.2421875], [569.9109497070312, 74.46406555175781], [571.0218505859375, 74.46406555175781], [572.1328125, 75.57499694824219], [573.2437744140625, 75.57499694824219], [583.2421875, 85.57344055175781], [583.2421875, 86.68437194824219], [584.3531494140625, 87.7953109741211], [585.4640502929688, 87.7953109741211], [587.6859130859375, 90.0171890258789], [588.796875, 90.0171890258789], [588.796875, 87.7953109741211], [589.9078369140625, 86.68437194824219], [589.9078369140625, 85.57344055175781], [588.796875, 84.4625015258789], [588.796875, 82.2406234741211], [586.5750122070312, 80.01875305175781], [586.5750122070312, 78.9078140258789], [585.4640502929688, 77.796875], [585.4640502929688, 76.6859359741211], [584.3531494140625, 75.57499694824219], [584.3531494140625, 74.46406555175781], [582.1312255859375, 72.2421875], [582.1312255859375, 71.1312484741211], [579.9093627929688, 68.90937805175781], [579.9093627929688, 67.7984390258789], [577.6875, 65.5765609741211], [576.5765380859375, 65.5765609741211], [575.4656372070312, 64.46562194824219], [574.3546752929688, 64.46562194824219], [573.2437744140625, 63.35468673706055], [571.0218505859375, 63.35468673706055], [568.7999877929688, 61.1328125], [568.7999877929688, 60.02187728881836], [567.6890869140625, 58.91093826293945], [567.6890869140625, 55.578125]]"
